complaint_text,ipc_sections
person blocked my way on road and person misbehaved with woman,"341,354"
boss sexually harassed employee and thief entered house and stole jewelry and man issued criminal intimidation,"354A,380,503"
person cheated me through fake investment and person blocked my way on road and unknown person kidnapped child,"420,341,363"
man created fake certificate for fraud and attacker used forged paper,"468,471"
man created fake certificate for fraud and person stabbed victim causing death and man made obscene remarks,"468,302,509"
attacker gave death threats and online scam stole my money,"506,420"
man punched me causing injury and manager made sexual remarks,"323,354A"
attacker attempted murder and person forged document to cheat and fake job agent took money,"307,468,420"
attacker attempted murder and unknown person kidnapped child,"307,363"
person broke house lock and stole cash and person blocked my way on road and person hit me during argument,"380,341,323"
man outraged modesty of woman and person hit me during argument,"354,323"
person misbehaved with woman and robber snatched my chain,"354,392"
person tried to kill victim with knife and attacker insulted woman,"307,509"
robber snatched my chain and attacker attempted murder,"392,307"
man outraged modesty of woman and man intentionally killed neighbor and attacker threatened victim,"354,302,503"
person cheated me through fake investment and boss sexually harassed employee,"420,354A"
person blocked my way on road and person cheated me through fake investment and man fired gun trying to kill victim,"341,420,307"
attacker used forged paper and thief entered house and stole jewelry and person made unwanted sexual advances,"471,380,354A"
attacker attempted murder and robber snatched my chain and man punched me causing injury,"307,392,323"
friend refused to return entrusted money and person kidnapped child from school and man intentionally killed neighbor,"406,363,302"
robber snatched my chain and man abducted minor girl and person misbehaved with woman,"392,363,354"
robber snatched my chain and employee misused company funds,"392,406"
group robbed victim on road and man prepared fake certificate,"392,465"
person misbehaved with woman and unknown person kidnapped child and person tried to kill victim with knife,"354,363,307"
person attacked with dangerous weapon and group attacked me in market,"324,351"
person broke house lock and stole cash and boss sexually harassed employee,"380,354A"
group stopped me from leaving and person insulted modesty of woman,"341,509"
person assaulted me during fight and person stole my bike and person broke house lock and stole cash,"351,379,380"
man outraged modesty of woman and boss sexually harassed employee,"354,354A"
person stole my bike and person insulted modesty of woman and attacker used forged paper,"379,509,471"
intruder stole items from home and robber snatched my chain and man submitted fake certificate,"380,392,471"
person attacked with dangerous weapon and person cheated me through fake investment and person insulted modesty of woman,"324,420,509"
man prepared fake certificate and group stopped me from leaving and manager made sexual remarks,"465,341,354A"
neighbor slapped me and person murdered another man during fight and person tried to kill victim with knife,"323,302,307"
attacker forged official paper and person tried to kill victim with knife,"465,307"
attacker used forged paper and online scam stole my money,"471,420"
thief entered house and stole jewelry and man outraged modesty of woman,"380,354"
man abducted minor girl and person threatened to kill me,"363,506"
person hit me during argument and someone stole my phone,"323,379"
attacker forged official paper and man submitted fake certificate,"465,471"
friend refused to return entrusted money and person tried to kill victim with knife and intruder stole items from home,"406,307,380"
person attacked with dangerous weapon and man outraged modesty of woman and attacker threatened victim,"324,354,503"
attacker forged official paper and attacker gave death threats,"465,506"
group stopped me from leaving and attacker forged official paper,"341,465"
attacker assaulted woman and man fired gun trying to kill victim and attacker threatened victim,"354,307,503"
person insulted modesty of woman and neighbor slapped me and person cheated me through fake investment,"509,323,420"
person insulted modesty of woman and person used forged document,"509,471"
person threatened victim and unknown person kidnapped child,"503,363"
person stabbed victim causing death and man issued criminal intimidation and attacker used forged paper,"302,503,471"
partner kept entrusted property and person used forged document,"406,471"
person cheated me through fake investment and person robbed my wallet,"420,392"
attacker threatened victim and person threatened to kill me and man created fake certificate for fraud,"503,506,468"
attacker gave death threats and fake job agent took money,"506,420"
person insulted modesty of woman and neighbor slapped me,"509,323"
attacker forged document and man fired gun trying to kill victim and group attacked me in market,"468,307,351"
person forged document to cheat and neighbor slapped me and person broke house lock and stole cash,"468,323,380"
online scam stole my money and person made unwanted sexual advances,"420,354A"
group attacked me in market and partner kept entrusted property and man used blade during fight,"351,406,324"
person created forged document and man punched me causing injury,"465,323"
thief stole my wallet and attacker threatened victim,"379,503"
person tried to kill victim with knife and man outraged modesty of woman and person assaulted me during fight,"307,354,351"
partner kept entrusted property and man outraged modesty of woman and man submitted fake certificate,"406,354,471"
attacker forged official paper and online scam stole my money,"465,420"
attacker gave death threats and person insulted modesty of woman,"506,509"
person forged document to cheat and intruder stole items from home and unknown person kidnapped child,"468,380,363"
person threatened victim and man outraged modesty of woman and person made unwanted sexual advances,"503,354,354A"
man created fake certificate for fraud and friend refused to return entrusted money and thief entered house and stole jewelry,"468,406,380"
neighbor slapped me and person used forged document and group robbed victim on road,"323,471,392"
man made obscene remarks and intruder stole items from home and robber snatched my chain,"509,380,392"
attacker forged document and man outraged modesty of woman and man punched me causing injury,"468,354,323"
man made obscene remarks and attacker injured victim using knife and intruder stole items from home,"509,324,380"
robber snatched my chain and person threatened to kill me and person used forged document,"392,506,471"
man threatened my family and man wrongfully restrained victim,"506,341"
someone stole my phone and person made unwanted sexual advances and attacker insulted woman,"379,354A,509"
man punched me causing injury and man threatened my family and person kidnapped child from school,"323,506,363"
person cheated me through fake investment and group attacked me in market and thief entered house and stole jewelry,"420,351,380"
man outraged modesty of woman and attacker gave death threats,"354,506"
man prepared fake certificate and man created fake certificate for fraud and man outraged modesty of woman,"465,468,354"
person threatened to kill me and thief stole my wallet,"506,379"
man punched me causing injury and person threatened victim,"323,503"
man abducted minor girl and person forged document to cheat and person robbed my wallet,"363,468,392"
thief entered house and stole jewelry and manager made sexual remarks and man fired gun trying to kill victim,"380,354A,307"
someone stole my phone and person threatened to kill me,"379,506"
man threatened my family and man used blade during fight,"506,324"
manager made sexual remarks and man used blade during fight,"354A,324"
attacker injured victim using knife and person assaulted me during fight,"324,351"
person threatened to kill me and person cheated me through fake investment,"506,420"
man created fake certificate for fraud and attacker injured victim using knife and attacker assaulted woman,"468,324,354"
man created fake certificate for fraud and man wrongfully restrained victim and person tried to kill victim with knife,"468,341,307"
man physically assaulted victim and boss sexually harassed employee,"351,354A"
man wrongfully restrained victim and man made obscene remarks and partner kept entrusted property,"341,509,406"
person threatened victim and person forged document to cheat and person attacked with dangerous weapon,"503,468,324"
person attacked with dangerous weapon and unknown person kidnapped child,"324,363"
neighbor slapped me and person forged document to cheat,"323,468"
friend refused to return entrusted money and man made obscene remarks,"406,509"
person used forged document and person tried to kill victim with knife,"471,307"
man physically assaulted victim and thief entered house and stole jewelry and someone stole my phone,"351,380,379"
man punched me causing injury and attacker gave death threats and unknown person kidnapped child,"323,506,363"
person used forged document and employee misused company funds,"471,406"
group stopped me from leaving and manager made sexual remarks,"341,354A"
online scam stole my money and attacker insulted woman,"420,509"
person kidnapped child from school and man physically assaulted victim and man created fake certificate for fraud,"363,351,468"
attacker gave death threats and thief stole my wallet and person forged document to cheat,"506,379,468"
person stole my bike and person cheated me through fake investment,"379,420"
person used forged document and man outraged modesty of woman,"471,354"
person insulted modesty of woman and person cheated me through fake investment and intruder stole items from home,"509,420,380"
group robbed victim on road and man submitted fake certificate and person hit me during argument,"392,471,323"
group stopped me from leaving and attacker injured victim using knife,"341,324"
man wrongfully restrained victim and person threatened victim,"341,503"
man intentionally killed neighbor and man punched me causing injury and person tried to kill victim with knife,"302,323,307"
manager made sexual remarks and person threatened victim,"354A,503"
person used forged document and friend refused to return entrusted money,"471,406"
thief stole my wallet and person murdered another man during fight and intruder stole items from home,"379,302,380"
man abducted minor girl and friend refused to return entrusted money,"363,406"
group attacked me in market and man outraged modesty of woman,"351,354"
attacker assaulted woman and attacker gave death threats and fake job agent took money,"354,506,420"
man abducted minor girl and man prepared fake certificate,"363,465"
person attacked with dangerous weapon and man threatened my family and attacker threatened victim,"324,506,503"
person threatened victim and attacker used forged paper,"503,471"
group attacked me in market and friend refused to return entrusted money and person created forged document,"351,406,465"
person murdered another man during fight and attacker attempted murder,"302,307"
man made obscene remarks and group robbed victim on road,"509,392"
man submitted fake certificate and group stopped me from leaving and person broke house lock and stole cash,"471,341,380"
man physically assaulted victim and person threatened to kill me,"351,506"
person assaulted me during fight and boss sexually harassed employee and man intentionally killed neighbor,"351,354A,302"
person blocked my way on road and boss sexually harassed employee and person robbed my wallet,"341,354A,392"
person hit me during argument and person created forged document,"323,465"
attacker attempted murder and attacker threatened victim and person robbed my wallet,"307,503,392"
unknown person kidnapped child and person tried to kill victim with knife,"363,307"
person stabbed victim causing death and man used blade during fight and attacker threatened victim,"302,324,503"
attacker forged official paper and attacker threatened victim,"465,503"
person blocked my way on road and man issued criminal intimidation and group attacked me in market,"341,503,351"
person robbed my wallet and man threatened my family,"392,506"
partner kept entrusted property and intruder stole items from home and fake job agent took money,"406,380,420"
attacker forged document and person created forged document,"468,465"
man punched me causing injury and person insulted modesty of woman and someone stole my phone,"323,509,379"
group attacked me in market and person kidnapped child from school and online scam stole my money,"351,363,420"
person cheated me through fake investment and man issued criminal intimidation,"420,503"
employee misused company funds and man threatened my family and man fired gun trying to kill victim,"406,506,307"
attacker injured victim using knife and friend refused to return entrusted money,"324,406"
attacker attempted murder and person forged document to cheat and person broke house lock and stole cash,"307,468,380"
friend refused to return entrusted money and man wrongfully restrained victim,"406,341"
man abducted minor girl and friend refused to return entrusted money,"363,406"
person assaulted me during fight and person tried to kill victim with knife and fake job agent took money,"351,307,420"
man outraged modesty of woman and thief entered house and stole jewelry,"354,380"
person robbed my wallet and group stopped me from leaving and person stabbed victim causing death,"392,341,302"
man created fake certificate for fraud and employee misused company funds and attacker used forged paper,"468,406,471"
boss sexually harassed employee and thief stole my wallet and fake job agent took money,"354A,379,420"
attacker injured victim using knife and person kidnapped child from school and person used forged document,"324,363,471"
person made unwanted sexual advances and thief entered house and stole jewelry and person assaulted me during fight,"354A,380,351"
man fired gun trying to kill victim and person misbehaved with woman,"307,354"
man outraged modesty of woman and fake job agent took money and man wrongfully restrained victim,"354,420,341"
group attacked me in market and man abducted minor girl,"351,363"
attacker forged document and attacker used forged paper,"468,471"
online scam stole my money and intruder stole items from home,"420,380"
attacker injured victim using knife and attacker insulted woman and man abducted minor girl,"324,509,363"
person threatened to kill me and man created fake certificate for fraud,"506,468"
online scam stole my money and person insulted modesty of woman and person broke house lock and stole cash,"420,509,380"
person kidnapped child from school and robber snatched my chain and person murdered another man during fight,"363,392,302"
person used forged document and attacker threatened victim and group robbed victim on road,"471,503,392"
man used blade during fight and person misbehaved with woman and man made obscene remarks,"324,354,509"
unknown person kidnapped child and attacker attempted murder,"363,307"
thief stole my wallet and man issued criminal intimidation and person insulted modesty of woman,"379,503,509"
group stopped me from leaving and man intentionally killed neighbor,"341,302"
fake job agent took money and person misbehaved with woman,"420,354"
someone stole my phone and person used forged document and person assaulted me during fight,"379,471,351"
man intentionally killed neighbor and fake job agent took money and man abducted minor girl,"302,420,363"
group robbed victim on road and intruder stole items from home and friend refused to return entrusted money,"392,380,406"
attacker assaulted woman and man abducted minor girl,"354,363"
intruder stole items from home and online scam stole my money and neighbor slapped me,"380,420,323"
man fired gun trying to kill victim and intruder stole items from home,"307,380"
fake job agent took money and thief entered house and stole jewelry,"420,380"
intruder stole items from home and attacker attempted murder,"380,307"
employee misused company funds and man intentionally killed neighbor,"406,302"
group attacked me in market and man submitted fake certificate,"351,471"
person attacked with dangerous weapon and person threatened to kill me and fake job agent took money,"324,506,420"
attacker gave death threats and person robbed my wallet,"506,392"
person stabbed victim causing death and employee misused company funds and intruder stole items from home,"302,406,380"
group attacked me in market and person forged document to cheat and attacker threatened victim,"351,468,503"
man abducted minor girl and thief entered house and stole jewelry and online scam stole my money,"363,380,420"
thief stole my wallet and thief entered house and stole jewelry,"379,380"
intruder stole items from home and robber snatched my chain,"380,392"
person threatened victim and robber snatched my chain,"503,392"
intruder stole items from home and person created forged document,"380,465"
person hit me during argument and attacker used forged paper,"323,471"
someone stole my phone and friend refused to return entrusted money,"379,406"
person assaulted me during fight and employee misused company funds and person insulted modesty of woman,"351,406,509"
thief stole my wallet and man prepared fake certificate and man punched me causing injury,"379,465,323"
person stole my bike and person threatened to kill me,"379,506"
boss sexually harassed employee and group stopped me from leaving and man threatened my family,"354A,341,506"
man created fake certificate for fraud and man issued criminal intimidation and attacker attempted murder,"468,503,307"
man threatened my family and person stole my bike,"506,379"
partner kept entrusted property and person misbehaved with woman,"406,354"
person broke house lock and stole cash and person attacked with dangerous weapon and man made obscene remarks,"380,324,509"
man made obscene remarks and man submitted fake certificate,"509,471"
man issued criminal intimidation and person insulted modesty of woman,"503,509"
group stopped me from leaving and thief entered house and stole jewelry and person tried to kill victim with knife,"341,380,307"
group attacked me in market and man punched me causing injury and man fired gun trying to kill victim,"351,323,307"
someone stole my phone and group robbed victim on road and attacker insulted woman,"379,392,509"
man wrongfully restrained victim and thief stole my wallet,"341,379"
person tried to kill victim with knife and person forged document to cheat and attacker assaulted woman,"307,468,354"
person broke house lock and stole cash and man outraged modesty of woman and person created forged document,"380,354,465"
person tried to kill victim with knife and man threatened my family and attacker forged official paper,"307,506,465"
thief stole my wallet and neighbor slapped me and attacker forged official paper,"379,323,465"
partner kept entrusted property and person forged document to cheat and person blocked my way on road,"406,468,341"
man fired gun trying to kill victim and group stopped me from leaving,"307,341"
attacker used forged paper and person stabbed victim causing death,"471,302"
boss sexually harassed employee and man made obscene remarks and person misbehaved with woman,"354A,509,354"
man prepared fake certificate and fake job agent took money and attacker threatened victim,"465,420,503"
man used blade during fight and person kidnapped child from school,"324,363"
attacker threatened victim and boss sexually harassed employee,"503,354A"
man made obscene remarks and man issued criminal intimidation,"509,503"
boss sexually harassed employee and person blocked my way on road and group robbed victim on road,"354A,341,392"
person attacked with dangerous weapon and robber snatched my chain,"324,392"
person created forged document and man punched me causing injury,"465,323"
person blocked my way on road and person stabbed victim causing death,"341,302"
group stopped me from leaving and person attacked with dangerous weapon and man outraged modesty of woman,"341,324,354"
attacker forged document and attacker gave death threats and fake job agent took money,"468,506,420"
group stopped me from leaving and man used blade during fight,"341,324"
group stopped me from leaving and person insulted modesty of woman,"341,509"
unknown person kidnapped child and person insulted modesty of woman,"363,509"
attacker attempted murder and boss sexually harassed employee and unknown person kidnapped child,"307,354A,363"
attacker threatened victim and man prepared fake certificate,"503,465"
attacker forged document and person misbehaved with woman and person assaulted me during fight,"468,354,351"
person forged document to cheat and intruder stole items from home,"468,380"
online scam stole my money and man fired gun trying to kill victim and person forged document to cheat,"420,307,468"
person broke house lock and stole cash and person threatened victim,"380,503"
attacker gave death threats and attacker assaulted woman,"506,354"
man created fake certificate for fraud and group stopped me from leaving,"468,341"
intruder stole items from home and thief stole my wallet,"380,379"
person attacked with dangerous weapon and man outraged modesty of woman,"324,354"
thief stole my wallet and man intentionally killed neighbor,"379,302"
robber snatched my chain and attacker threatened victim and attacker gave death threats,"392,503,506"
attacker gave death threats and attacker threatened victim,"506,503"
person broke house lock and stole cash and someone stole my phone and person assaulted me during fight,"380,379,351"
thief entered house and stole jewelry and man punched me causing injury and attacker assaulted woman,"380,323,354"
man submitted fake certificate and intruder stole items from home,"471,380"
person broke house lock and stole cash and attacker assaulted woman,"380,354"
attacker assaulted woman and intruder stole items from home,"354,380"
man submitted fake certificate and person forged document to cheat,"471,468"
boss sexually harassed employee and attacker used forged paper,"354A,471"
group robbed victim on road and person cheated me through fake investment,"392,420"
manager made sexual remarks and attacker forged document,"354A,468"
thief stole my wallet and person stabbed victim causing death and person threatened victim,"379,302,503"
person robbed my wallet and group stopped me from leaving,"392,341"
person murdered another man during fight and group stopped me from leaving,"302,341"
person made unwanted sexual advances and friend refused to return entrusted money and person attacked with dangerous weapon,"354A,406,324"
partner kept entrusted property and person hit me during argument,"406,323"
attacker forged document and group attacked me in market and attacker used forged paper,"468,351,471"
person stabbed victim causing death and attacker injured victim using knife,"302,324"
person robbed my wallet and man used blade during fight and attacker insulted woman,"392,324,509"
employee misused company funds and online scam stole my money,"406,420"
attacker injured victim using knife and man physically assaulted victim and man punched me causing injury,"324,351,323"
person forged document to cheat and someone stole my phone and online scam stole my money,"468,379,420"
man intentionally killed neighbor and man fired gun trying to kill victim,"302,307"
fake job agent took money and person assaulted me during fight,"420,351"
fake job agent took money and person threatened victim and man outraged modesty of woman,"420,503,354"
person blocked my way on road and man outraged modesty of woman,"341,354"
employee misused company funds and intruder stole items from home,"406,380"
man used blade during fight and person stabbed victim causing death and person threatened victim,"324,302,503"
attacker assaulted woman and attacker threatened victim and attacker gave death threats,"354,503,506"
unknown person kidnapped child and person misbehaved with woman and man physically assaulted victim,"363,354,351"
online scam stole my money and attacker insulted woman,"420,509"
person stabbed victim causing death and attacker insulted woman,"302,509"
friend refused to return entrusted money and person insulted modesty of woman,"406,509"
man prepared fake certificate and person robbed my wallet,"465,392"
intruder stole items from home and attacker attempted murder and attacker injured victim using knife,"380,307,324"
attacker threatened victim and someone stole my phone and man punched me causing injury,"503,379,323"
unknown person kidnapped child and person murdered another man during fight and person assaulted me during fight,"363,302,351"
person hit me during argument and man made obscene remarks,"323,509"
person assaulted me during fight and man threatened my family and unknown person kidnapped child,"351,506,363"
neighbor slapped me and person robbed my wallet,"323,392"
person made unwanted sexual advances and man made obscene remarks and man threatened my family,"354A,509,506"
group robbed victim on road and person stabbed victim causing death,"392,302"
attacker injured victim using knife and person forged document to cheat,"324,468"
person blocked my way on road and attacker injured victim using knife,"341,324"
group stopped me from leaving and attacker assaulted woman,"341,354"
unknown person kidnapped child and someone stole my phone,"363,379"
person used forged document and person forged document to cheat and attacker injured victim using knife,"471,468,324"
group robbed victim on road and man punched me causing injury,"392,323"
attacker forged document and friend refused to return entrusted money,"468,406"
fake job agent took money and person robbed my wallet,"420,392"
man created fake certificate for fraud and attacker gave death threats,"468,506"
person insulted modesty of woman and attacker attempted murder,"509,307"
person made unwanted sexual advances and man wrongfully restrained victim,"354A,341"
person hit me during argument and person robbed my wallet,"323,392"
group attacked me in market and robber snatched my chain,"351,392"
person assaulted me during fight and man prepared fake certificate and person murdered another man during fight,"351,465,302"
person threatened victim and person kidnapped child from school,"503,363"
robber snatched my chain and thief entered house and stole jewelry,"392,380"
friend refused to return entrusted money and man punched me causing injury and man used blade during fight,"406,323,324"
thief entered house and stole jewelry and man intentionally killed neighbor,"380,302"
someone stole my phone and person used forged document and attacker attempted murder,"379,471,307"
person made unwanted sexual advances and man intentionally killed neighbor,"354A,302"
attacker insulted woman and person kidnapped child from school,"509,363"
thief stole my wallet and person made unwanted sexual advances and man physically assaulted victim,"379,354A,351"
person tried to kill victim with knife and attacker forged official paper and person kidnapped child from school,"307,465,363"
man punched me causing injury and intruder stole items from home,"323,380"
man made obscene remarks and someone stole my phone,"509,379"
attacker assaulted woman and attacker gave death threats and man abducted minor girl,"354,506,363"
neighbor slapped me and person created forged document and man used blade during fight,"323,465,324"
man abducted minor girl and person attacked with dangerous weapon and person forged document to cheat,"363,324,468"
unknown person kidnapped child and person assaulted me during fight,"363,351"
man wrongfully restrained victim and man abducted minor girl,"341,363"
intruder stole items from home and person murdered another man during fight,"380,302"
person created forged document and person assaulted me during fight and attacker gave death threats,"465,351,506"
attacker assaulted woman and friend refused to return entrusted money,"354,406"
group attacked me in market and robber snatched my chain and group stopped me from leaving,"351,392,341"
man abducted minor girl and man outraged modesty of woman and attacker used forged paper,"363,354,471"
man created fake certificate for fraud and person misbehaved with woman and man punched me causing injury,"468,354,323"
person attacked with dangerous weapon and attacker attempted murder and boss sexually harassed employee,"324,307,354A"
man submitted fake certificate and employee misused company funds and attacker assaulted woman,"471,406,354"
person tried to kill victim with knife and person created forged document,"307,465"
person assaulted me during fight and attacker injured victim using knife and thief entered house and stole jewelry,"351,324,380"
man used blade during fight and attacker forged official paper,"324,465"
someone stole my phone and person kidnapped child from school and attacker threatened victim,"379,363,503"
person threatened victim and boss sexually harassed employee,"503,354A"
person stabbed victim causing death and intruder stole items from home and man issued criminal intimidation,"302,380,503"
person insulted modesty of woman and man used blade during fight,"509,324"
man issued criminal intimidation and attacker insulted woman and person stabbed victim causing death,"503,509,302"
man threatened my family and attacker attempted murder and man made obscene remarks,"506,307,509"
person broke house lock and stole cash and person assaulted me during fight,"380,351"
man intentionally killed neighbor and friend refused to return entrusted money,"302,406"
neighbor slapped me and person attacked with dangerous weapon,"323,324"
partner kept entrusted property and person used forged document and man wrongfully restrained victim,"406,471,341"
man created fake certificate for fraud and thief entered house and stole jewelry,"468,380"
thief stole my wallet and attacker threatened victim and attacker forged official paper,"379,503,465"
friend refused to return entrusted money and person used forged document and attacker forged official paper,"406,471,465"
man punched me causing injury and attacker used forged paper,"323,471"
person cheated me through fake investment and man issued criminal intimidation,"420,503"
man issued criminal intimidation and attacker forged official paper and thief stole my wallet,"503,465,379"
person misbehaved with woman and person stole my bike,"354,379"
boss sexually harassed employee and person stabbed victim causing death,"354A,302"
group robbed victim on road and person made unwanted sexual advances,"392,354A"
person made unwanted sexual advances and fake job agent took money and person forged document to cheat,"354A,420,468"
person stabbed victim causing death and man created fake certificate for fraud,"302,468"
person attacked with dangerous weapon and man punched me causing injury,"324,323"
person broke house lock and stole cash and person murdered another man during fight and attacker gave death threats,"380,302,506"
robber snatched my chain and man prepared fake certificate,"392,465"
attacker injured victim using knife and person cheated me through fake investment,"324,420"
man made obscene remarks and man wrongfully restrained victim,"509,341"
person attacked with dangerous weapon and attacker forged official paper,"324,465"
person cheated me through fake investment and attacker used forged paper,"420,471"
manager made sexual remarks and person kidnapped child from school and attacker forged official paper,"354A,363,465"
man outraged modesty of woman and man made obscene remarks and unknown person kidnapped child,"354,509,363"
man submitted fake certificate and man abducted minor girl,"471,363"
man intentionally killed neighbor and person robbed my wallet and person tried to kill victim with knife,"302,392,307"
attacker forged document and attacker injured victim using knife,"468,324"
group stopped me from leaving and man threatened my family and man fired gun trying to kill victim,"341,506,307"
group stopped me from leaving and man submitted fake certificate,"341,471"
partner kept entrusted property and person tried to kill victim with knife and man outraged modesty of woman,"406,307,354"
group robbed victim on road and man physically assaulted victim,"392,351"
man threatened my family and fake job agent took money and person used forged document,"506,420,471"
man physically assaulted victim and manager made sexual remarks and person stabbed victim causing death,"351,354A,302"
man threatened my family and person hit me during argument and person broke house lock and stole cash,"506,323,380"
person used forged document and man fired gun trying to kill victim and person blocked my way on road,"471,307,341"
attacker attempted murder and person misbehaved with woman and person cheated me through fake investment,"307,354,420"
person cheated me through fake investment and neighbor slapped me and attacker attempted murder,"420,323,307"
person used forged document and man fired gun trying to kill victim and attacker assaulted woman,"471,307,354"
man abducted minor girl and person forged document to cheat,"363,468"
person insulted modesty of woman and man outraged modesty of woman and person threatened victim,"509,354,503"
group attacked me in market and person threatened to kill me,"351,506"
man created fake certificate for fraud and man prepared fake certificate and person made unwanted sexual advances,"468,465,354A"
person attacked with dangerous weapon and man physically assaulted victim,"324,351"
fake job agent took money and person threatened to kill me,"420,506"
attacker threatened victim and person created forged document,"503,465"
man physically assaulted victim and thief stole my wallet,"351,379"
person hit me during argument and person robbed my wallet and fake job agent took money,"323,392,420"
man fired gun trying to kill victim and person made unwanted sexual advances and man intentionally killed neighbor,"307,354A,302"
person tried to kill victim with knife and man intentionally killed neighbor and attacker used forged paper,"307,302,471"
manager made sexual remarks and person tried to kill victim with knife,"354A,307"
person threatened victim and person blocked my way on road,"503,341"
man physically assaulted victim and man submitted fake certificate,"351,471"
boss sexually harassed employee and person misbehaved with woman and fake job agent took money,"354A,354,420"
attacker insulted woman and man intentionally killed neighbor and boss sexually harassed employee,"509,302,354A"
person attacked with dangerous weapon and attacker forged official paper,"324,465"
attacker assaulted woman and man punched me causing injury,"354,323"
man issued criminal intimidation and group attacked me in market and person murdered another man during fight,"503,351,302"
person murdered another man during fight and attacker insulted woman,"302,509"
attacker injured victim using knife and person assaulted me during fight,"324,351"
person used forged document and group attacked me in market,"471,351"
person misbehaved with woman and man fired gun trying to kill victim,"354,307"
person blocked my way on road and man intentionally killed neighbor,"341,302"
thief stole my wallet and online scam stole my money and robber snatched my chain,"379,420,392"
man submitted fake certificate and online scam stole my money,"471,420"
attacker used forged paper and man abducted minor girl and employee misused company funds,"471,363,406"
person stabbed victim causing death and friend refused to return entrusted money,"302,406"
person made unwanted sexual advances and person attacked with dangerous weapon and thief entered house and stole jewelry,"354A,324,380"
man issued criminal intimidation and person created forged document,"503,465"
person robbed my wallet and person insulted modesty of woman and man fired gun trying to kill victim,"392,509,307"
person tried to kill victim with knife and person blocked my way on road and man made obscene remarks,"307,341,509"
person attacked with dangerous weapon and man submitted fake certificate,"324,471"
person threatened victim and group stopped me from leaving,"503,341"
attacker forged official paper and attacker injured victim using knife,"465,324"
attacker threatened victim and attacker forged official paper and man used blade during fight,"503,465,324"
attacker threatened victim and person assaulted me during fight and person cheated me through fake investment,"503,351,420"
intruder stole items from home and attacker forged document and boss sexually harassed employee,"380,468,354A"
man punched me causing injury and man physically assaulted victim and person threatened victim,"323,351,503"
attacker injured victim using knife and thief stole my wallet and person tried to kill victim with knife,"324,379,307"
man wrongfully restrained victim and man submitted fake certificate,"341,471"
person blocked my way on road and attacker injured victim using knife and online scam stole my money,"341,324,420"
man prepared fake certificate and person cheated me through fake investment,"465,420"
man abducted minor girl and person attacked with dangerous weapon,"363,324"
friend refused to return entrusted money and person murdered another man during fight and person robbed my wallet,"406,302,392"
man fired gun trying to kill victim and person robbed my wallet,"307,392"
robber snatched my chain and person misbehaved with woman,"392,354"
person cheated me through fake investment and person attacked with dangerous weapon,"420,324"
person robbed my wallet and man physically assaulted victim,"392,351"
person threatened to kill me and group attacked me in market,"506,351"
man used blade during fight and friend refused to return entrusted money and man issued criminal intimidation,"324,406,503"
man made obscene remarks and attacker injured victim using knife and man submitted fake certificate,"509,324,471"
man abducted minor girl and man made obscene remarks and person hit me during argument,"363,509,323"
person threatened to kill me and person assaulted me during fight and person robbed my wallet,"506,351,392"
attacker insulted woman and man issued criminal intimidation,"509,503"
attacker used forged paper and man abducted minor girl and group attacked me in market,"471,363,351"
person murdered another man during fight and person threatened to kill me and employee misused company funds,"302,506,406"
person cheated me through fake investment and person attacked with dangerous weapon,"420,324"
manager made sexual remarks and person stole my bike,"354A,379"
man threatened my family and man submitted fake certificate and neighbor slapped me,"506,471,323"
person insulted modesty of woman and man outraged modesty of woman,"509,354"
man submitted fake certificate and man punched me causing injury,"471,323"
person attacked with dangerous weapon and attacker attempted murder,"324,307"
attacker used forged paper and person broke house lock and stole cash and person blocked my way on road,"471,380,341"
attacker used forged paper and person created forged document,"471,465"
someone stole my phone and robber snatched my chain,"379,392"
person stabbed victim causing death and attacker threatened victim and person used forged document,"302,503,471"
robber snatched my chain and person broke house lock and stole cash and person cheated me through fake investment,"392,380,420"
group robbed victim on road and man punched me causing injury and person broke house lock and stole cash,"392,323,380"
intruder stole items from home and man abducted minor girl and person threatened to kill me,"380,363,506"
someone stole my phone and man intentionally killed neighbor and manager made sexual remarks,"379,302,354A"
attacker injured victim using knife and person robbed my wallet,"324,392"
person blocked my way on road and person murdered another man during fight,"341,302"
person forged document to cheat and employee misused company funds and someone stole my phone,"468,406,379"
person stabbed victim causing death and person made unwanted sexual advances,"302,354A"
attacker assaulted woman and thief stole my wallet and employee misused company funds,"354,379,406"
man prepared fake certificate and group robbed victim on road and group attacked me in market,"465,392,351"
manager made sexual remarks and man outraged modesty of woman and person murdered another man during fight,"354A,354,302"
thief entered house and stole jewelry and man issued criminal intimidation,"380,503"
person robbed my wallet and attacker threatened victim and attacker used forged paper,"392,503,471"
man punched me causing injury and attacker assaulted woman and person forged document to cheat,"323,354,468"
man created fake certificate for fraud and man abducted minor girl and person created forged document,"468,363,465"
manager made sexual remarks and attacker insulted woman,"354A,509"
robber snatched my chain and person threatened victim,"392,503"
unknown person kidnapped child and man prepared fake certificate,"363,465"
someone stole my phone and online scam stole my money,"379,420"
man fired gun trying to kill victim and attacker threatened victim,"307,503"
person hit me during argument and person tried to kill victim with knife,"323,307"
man intentionally killed neighbor and man fired gun trying to kill victim and man submitted fake certificate,"302,307,471"
robber snatched my chain and manager made sexual remarks and man issued criminal intimidation,"392,354A,503"
person threatened to kill me and person assaulted me during fight,"506,351"
